sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
250818_Dupi_NMH_JH_3,threshTask,macBP4,Dupi,DupiS3,JH,3,0.00011208367994546,-0.60557067943183,0.0565193694972612,0,0.972980564242209
