sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
250811_Dupi_NMH_TB_2,audiobook,macBP4,Dupi,DupiS2,TB,2,2.20851141528364e-05,-1.293997480675,0.201846230281102,0,0.999635242893551
