sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
260326_OBE_NWU_AD_2,O15,macBP2,OBE,Control,AD,2,0.00195366509453594,-1.89067421316273,0.21726092712234,0,0.968321842913278
