sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
250929_Dupi_NMH_GH_3,audiobook,macBP3,Dupi,DupiS3,GH,3,0.000169806475299123,-0.592977791918593,0.0190682672070757,1.26269371210942e-63,0.987409576831148
