sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
250811_Dupi_NMH_TB_3,focusedBreathing,macBP3,Dupi,DupiS3,TB,3,0.000123418824328362,-1.01494163159983,0.118400290059219,0,1.01373160535425
