sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
251002_Dupi_NMH_AB_1,audiobook,macBP2,Dupi,DupiS1,AB,1,9.29884038830237e-05,-1.7350133743352,0.199216350137555,0,1.02544162792641
