sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
240923_OBE_NMH_HRM,cueTask,macBP3,OBE,Control,HRM,1,2.27113934627299e-05,-0.893125296771333,0.260740254896701,0,1.00197706641008
