sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
251120_Dupi_NMH_JL_1,cueTask,macBP1,Dupi,DupiS1,JL,1,6.79548425207725e-05,-1.3125170341535,0.268721734867135,0,0.989525139585204
