sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
250811_Dupi_NMH_TPB_1,cueTask,macBP3,Dupi,DupiS1,TB,1,6.68833022471854e-05,-1.35784526299362,0.182530221995882,0,1.01397065638237
