sessID,taskRow,bestLabel,cohort,group,participant,sessNum,coup_MI,coup_prefPhaseRad,coup_resultantLen,coup_rayleighP,coup_inhExhRatio
251027_Dupi_NMH_DL_1,threshTask,macBP2,Dupi,DupiS1,DL,1,2.68695777487664e-05,-1.37476525629412,0.234451633903615,0,0.998191741872705
