sessID,task,cohort,group,participant,sessNum,breathIdx,onsetSample,goodBreath,nEv,inhalePeakMs,returnCrossMs,exhaleStartMs,exhaleTroughMs,endSymMs,breathLenMs,inhaleVolume,inhaleDuration,peakInspFlow,breathLength,w1_rfreqPW,w1_rfreqGated,w1_rfreqRaw,w1_rpowZ,w1_rpowDb,w1_bandDb,w1_aucZ,w2_rfreqPW,w2_rfreqGated,w2_rfreqRaw,w2_rpowZ,w2_rpowDb,w2_bandDb,w2_aucZ,w3_rfreqPW,w3_rfreqGated,w3_rfreqRaw,w3_rpowZ,w3_rpowDb,w3_bandDb,w3_aucZ,w4_rfreqPW,w4_rfreqGated,w4_rfreqRaw,w4_rpowZ,w4_rpowDb,w4_bandDb,w4_aucZ,w5_rfreqPW,w5_rfreqGated,w5_rfreqRaw,w5_rpowZ,w5_rpowDb,w5_bandDb,w5_aucZ,p1_rfreqPW,p1_rfreqGated,p1_rfreqRaw,p1_rpowZ,p1_rpowDb,p1_bandDb,p1_aucZ,p2_rfreqPW,p2_rfreqGated,p2_rfreqRaw,p2_rpowZ,p2_rpowDb,p2_bandDb,p2_aucZ,p3_rfreqPW,p3_rfreqGated,p3_rfreqRaw,p3_rpowZ,p3_rpowDb,p3_bandDb,p3_aucZ,p4_rfreqPW,p4_rfreqGated,p4_rfreqRaw,p4_rpowZ,p4_rpowDb,p4_bandDb,p4_aucZ,peakZ,peakLatMs,peakFreq,anyBurst,burstLatMs,timeAboveMs,nBursts,dutyCycle,maxBurstMs,peakZ_base,anyBurst_base,timeAboveMs_base,chirpSlope,freqSpan,freqJitter,apExp,apOffset,gammaBumpDb,gammaPeakPresent
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,1,11719,1,41,202,636,636,2580,5160,2580,17.7400448593829,0.202,9604.48695960251,2.58,56.5109514233878,58,56.836,1.03462668123646,-9.78901269716463,-16.1671239095822,0.51731334061823,54.1220312747143,54.6885245901639,53.716,2.19025873705169,-9.056477392494,-12.5746719667351,1.09512936852584,50.2037439094196,50.0440251572327,51.708,2.40695729225775,-7.66318013667603,-12.8746875399577,1.20347864612887,55.453733556236,54.958904109589,55.584,1.58987256671489,-9.09348086371882,-13.7889615419548,0.794936283357444,35.0893481159156,32,36.796,1.59061724452252,-10.6791219897015,-14.2330582540468,0.79530862226126,52,NaN,52,1.20334857473874,-10.1923604091056,-13.7652096453728,0.243076412097226,53.3566558716092,53.2956989247312,53.5576036866359,2.90618032222398,-8.13018617395952,-11.9656760176231,1.26128225984521,43.3432094627348,43.0240384615385,44.6203703703704,1.99316900214897,-9.31394246291917,-13.469790767252,3.8747205401776,40.953278912272,41.0640668523677,41.587323943662,2.11883486180336,-9.60726845905379,-13.5510719065301,3.00874550376077,4.66696506261319,650,49,1,320,412,4,0.205794205794206,180,36.4188075908366,1,1988,6.51792828685257,24,7.32953030034426,1.99020179136403,0.748014004058418,13.1039127911102,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,2,28770,1,41,176,734,734,2288,4576,2288,17.833361848848,0.176,3305.62987528607,2.288,55.5742163343423,NaN,54.936,1.08000640770202,-8.44800026306081,-14.2574992371347,0.54000320385101,45.9532003853493,44,46.844,1.69774863450249,-8.38738411029162,-12.2801716168116,0.848874317251244,47.9082439336488,47.7531380753138,47.812,3.02138356101846,-5.78591029272395,-10.2504705139476,1.51069178050923,54.4450278730242,54.7185929648241,54.46,2.64918555079361,-5.49711484227212,-9.3747622940606,1.32459277539681,49.8582625128364,55,48.536,0.922876842520341,-9.08347270753896,-13.5792700612258,0.46143842126017,53.0798085401703,NaN,52.0795454545455,1.03753041472145,-8.55699179512458,-13.6004197805706,0.182605352990975,44.9478066017362,45.3040935672515,44.8279569892473,2.33832296242973,-7.47568971117443,-11.4782919724281,1.30478421303579,48.3067217175594,48.909307875895,47.8185328185328,2.1289809107336,-6.68997495176582,-10.727681345342,3.30843633528002,41.812615030809,36.4,42.8154205607477,0.901649048109318,-10.3325881413357,-13.9008788480537,1.54362317036315,4.61020151612242,866,49,1,412,472,7,0.235764235764236,154,98.9036139161021,1,1984,-24.9102637070765,13,4.27918891531985,2.13270741197461,1.20398231160747,13.4018135619232,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,3,37546,1,41,164,1100,1100,2394,4788,2394,22.038090204659,0.164,6184.75126551866,2.394,51.606295780691,55,48.704,1.22860332491918,-10.9948126483112,-16.1840133933854,0.614301662459592,52.6946583983373,53.0804597701149,53.048,2.39441109128864,-8.34356897677743,-13.3100297586478,1.19720554564432,55.9799247601122,56.9,54.852,1.30637154176391,-8.39151806427012,-14.8639147406875,0.653185770881953,37.8259518037532,39.0648148148148,38.54,2.47090825048103,-8.26553773045804,-11.4097617384758,1.23545412524052,40.3596092730613,41.1578947368421,39.304,1.37606708780367,-10.853608987714,-14.3852256486891,0.688033543901835,55.3159416207144,55.4528301886792,55.2926829268293,1.95764314288842,-9.98930327047822,-12.6941650247412,0.3210534754337,52.7807679466846,52.9454545454545,53.0021367521367,1.86522323330722,-8.2387658975601,-13.9459838054192,1.74584894637556,38.2021526740633,38.815,39.9366306027821,1.66806607128953,-9.90086565135962,-13.0597203539836,2.15847749624866,49.5634396211083,53.3093220338983,43.7247820672478,1.49516985635783,-10.2776459906472,-13.4238165761304,2.40124278931067,6.55915972118136,1130,34,1,330,324,7,0.161838161838162,92,64.7600206957782,1,1984,-12.8036425725669,25,8.1452593430664,2.52820493894499,1.62749982106786,14.7177447747777,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,4,45394,1,41,182,912,912,2708,5416,2708,12.1197936343955,0.182,9484.31280548552,2.708,53.3567896208746,NaN,53.136,0.837343034206552,-10.1757561969537,-15.0597734450855,0.418671517103276,48.5513125271493,50,48.468,1.41488372261225,-9.89389906299236,-14.0386146836305,0.707441861306127,42.2734702856157,40.4150943396226,44.348,1.17448427105248,-10.8151756374286,-13.3648065765344,0.587242135526241,45.9013880499741,NaN,45.692,0.789338059845208,-11.8776934014817,-14.1910105868892,0.394669029922604,47.8416647366223,48.4027777777778,47.336,2.26826274014641,-8.50730568894284,-13.1896585706416,1.13413137007321,47.3119733754885,47,47.3406593406593,1.29469077744624,-10.4243522676948,-16.1140019276077,0.235633721495216,45.2132015401609,43.9875,46.0054794520548,1.3954259986312,-10.1170046430128,-13.1838442993786,1.01866097900078,49.0446609282904,50.6121794871795,47.988864142539,1.69828740454571,-9.00198106455239,-12.6824536525403,3.05012417856409,34.2350421467356,35.1011235955056,36.3095975232198,1.94911342915325,-7.37997441948626,-12.0613582902595,2.51825455046601,3.76290491847727,1798,45,1,1682,154,5,0.0769230769230769,52,22.2289550620406,1,1980,0.505027509011582,13,4.70519124952628,2.28409165116676,1.02679291201238,15.324292542983,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,5,62586,1,41,208,1066,1066,2632,5264,2632,25.8059855515296,0.208,3367.25293398563,2.632,50.4338294779706,55,46.988,0.95460707998415,-10.680419675377,-14.2793866136691,0.477303539992075,54.5960018667792,NaN,53.64,0.809957387074931,-10.517396638247,-15.4251341789568,0.404978693537465,39.0594425910896,37.92,40.728,1.92610920242295,-8.94800874291721,-11.9424371108308,0.963054601211477,48.2259738467558,39.6428571428571,48.612,0.885036530701265,-10.316710790621,-13.2174199232722,0.442518265350633,45.2115079369986,45.6543778801843,44.852,3.46106979585521,-6.77045732555033,-9.73196569907055,1.73053489792761,55.7025464447418,NaN,55.7596153846154,1.30730941879765,-9.47907106477481,-14.6422731275449,0.271920359109911,40.9438846415225,38.1315789473684,44.9067599067599,1.41951017221336,-9.63295975524466,-12.6133112551668,1.21793972775907,48.8622609542648,48.5363408521303,49.1443167305236,2.31334313191266,-7.04602163609514,-11.2780709763713,3.62269534457522,42.9282215394172,37.3478260869565,44.6944444444444,1.40828872375263,-9.27782903723222,-13.9051233760886,1.92653897409359,5.60226880595085,1862,51,1,752,420,4,0.20979020979021,172,87.4042325689959,1,1622,-20.0208689053311,17,6.65373743228456,1.8785523831234,0.509447632854913,14.0703671227515,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,6,70818,1,41,198,974,974,2724,5448,2724,21.2914388941766,0.198,3695.56269568358,2.724,50.5553390444828,51,50.124,1.35461572064761,-9.48700341120042,-13.4414104702375,0.677307860323807,56.4818474769613,58,53.336,1.41662384849158,-7.32367943077306,-13.1927910866872,0.708311924245789,34.4256453509391,NaN,34.504,0.513776664941252,-10.3894012151576,-14.4003998954413,0.256888332470626,51.1365750396525,51.9774011299435,50.012,2.54522305214594,-6.59296123076969,-11.5930130223073,1.27261152607297,37.3950872092565,37.8658536585366,37.344,2.56135950459364,-6.92317149087614,-10.0531710066014,1.28067975229682,56.5943611358987,58,53.5757575757576,1.3605222815306,-7.38988657453583,-13.1958750983232,0.269383411743058,48.4178989561224,58,41.6881443298969,0.887048585464311,-8.86924412324338,-13.85911946295,0.688349702320305,40.3969279437549,41.7324414715719,40.2548571428571,2.83685953564807,-5.48414484259259,-10.1133137703189,4.96450418738413,50.503842807561,53.510067114094,47.0862068965517,1.51956098375728,-7.73449452464169,-12.6055298422003,1.93895981527429,5.90103559807257,1600,37,1,1262,376,5,0.187812187812188,128,36.4507215976876,1,1926,-12.536141149687,26,9.45637575053796,1.30573203019188,0.20391944608009,6.26156262953587,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,7,79181,1,41,202,1270,1270,2736,5472,2736,24.5984309928105,0.202,4749.6114143448,2.736,43.4690106866891,36,41.088,0.51572359370742,-11.4681132744823,-14.7007057718088,0.25786179685371,39.6124341792443,39.7022900763359,40.096,2.45995369481114,-7.77003067324469,-10.0774347849301,1.22997684740557,47.1107041044339,45.7055214723926,48.044,2.35663459930387,-7.40788095321974,-10.6830553095884,1.17831729965193,47.255367987936,46.4511278195489,47.844,1.86452042299153,-7.97866465998025,-11.9261398080484,0.932260211495765,53.3787174817475,54,51.928,0.850237420490387,-11.0433411275636,-14.3926721762936,0.425118710245194,36.5896448432576,36.5714285714286,36.4752475247525,2.04057131169231,-8.40938691866151,-10.7832556649618,0.412195404961847,45.4839508194038,44.905604719764,46.8689138576779,2.40558214301456,-7.45380843521357,-10.4722696110082,2.56916172873955,48.3637912505745,50.5072463768116,47.600272851296,1.21326381432616,-9.88876507387157,-13.6382591527519,1.77864475180214,48.1738621563427,50.7681818181818,45.3117088607595,1.83149316516006,-6.90509157182551,-11.6429967813981,2.31500736076231,6.38842926152284,220,37,1,162,260,4,0.12987012987013,108,40.5242183105317,1,1594,28.4158603680516,18,4.51858389256919,2.11319998539671,0.780249959339348,14.441468152733,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,8,87433,1,41,216,786,786,2892,5784,2892,25.9346974471317,0.216,3706.4779294807,2.892,57.163385842238,55,55.84,0.254301984391174,-8.21353803472003,-13.0621992563815,0.127150992195587,53.372280099731,53.3394495412844,53.384,2.73782295758027,-4.71739386311223,-10.7162459353986,1.36891147879014,48.6111162798728,48,48.672,1.3899790308904,-7.66624824100137,-12.8718574196108,0.694989515445202,45.8852842397383,44.6825396825397,46.572,2.45035527615806,-5.40561530257128,-8.62970728454027,1.22517763807903,42.7109436596224,42.792349726776,41.688,2.69843251213335,-4.78056757517799,-8.05736242698515,1.34921625606668,55.4423687646555,55.4939759036145,55.3796296296296,2.24674346648428,-4.60552273164944,-11.4603025647965,0.485296588760605,51.3627268888986,52.0148148148148,50.6350877192982,2.223031553147,-5.77070910739165,-11.3903720355934,1.26712798529379,41.0164938390474,40.4809322033898,42.1187084520418,2.1229758818053,-3.65437922021241,-7.60069617198324,4.47098720708197,46.3834163080776,NaN,46.2725631768953,0.688093975212042,-7.81069447166743,-12.7604770120231,0.762408124534942,4.89328951906831,1628,50,1,196,548,6,0.273726273726274,168,46.4670741922022,1,1990,-17.3902485296908,19,6.48663779197008,1.69789707636754,0.460902466859049,15.6154015820255,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,9,95467,1,41,172,844,844,2292,4584,2292,12.8078342735795,0.172,8580.33717411186,2.292,53.0576550647173,51,53.236,1.05760171993232,-9.80529952489968,-14.2128452134435,0.528800859966159,52.8239065798509,51,53.524,1.82543509811107,-8.62777574941558,-10.8206696505454,0.912717549055536,53.2182439583819,53.8641975308642,52.532,2.88881460262699,-6.9866602544555,-10.6601819690271,1.4444073013135,49.6149585404221,49.8,49.572,1.58028887274585,-9.49530034050243,-13.8292994569437,0.790144436372923,54.5315537502723,55.4552845528455,53.38,2.01601772287998,-7.9437960171964,-11.7824755953896,1.00800886143999,55.6034988439207,NaN,55.4767441860465,1.18620385020182,-8.75608690733448,-9.98627058869884,0.204027062234713,53.2117598248692,53.0809523809524,53.0922619047619,2.79086362118872,-7.22899372230908,-10.5352076597861,1.87546035343882,51.0304003258884,54.0639534883721,49.6685082872928,1.62529814678628,-9.07395251655034,-13.1291851989817,2.35343171654653,41.3096543106941,41.1923076923077,39.6288056206089,1.61421453928781,-9.91482163438075,-13.6575994914568,2.75707843310358,4.84328163157005,668,55,1,362,374,4,0.186813186813187,148,39.6940449143904,1,1988,-13.0449630051223,8,2.47469500658776,1.25599565589702,-0.229168270031766,11.6385590754288,1
250811_Dupi_NMH_TPB_1,threshTask,Dupi,DupiS1,TB,1,10,104130,1,41,198,812,812,2844,5688,2844,16.6218374359468,0.198,5162.60219296187,2.844,30.1256509273434,NaN,32.188,0.900230709842319,-10.2830388869867,-14.7624121225336,0.45011535492116,46.5804703239151,36,49.084,0.821019671566628,-10.4913041375489,-14.1358081599677,0.410509835783314,49.1819376566829,49.1963190184049,48.444,2.23166671558357,-6.5577347265511,-11.6133082659864,1.11583335779178,48.369157972691,49.2178217821782,49.608,2.98783553625554,-5.59784230272536,-11.2368229122758,1.49391776812777,52.1162998143394,52.5652173913044,52.424,2.94203800860489,-6.28980869496528,-11.3653010884495,1.47101900430245,43.5325569739287,36,45.3434343434343,1.28201081340364,-10.3056481135235,-12.8568231407116,0.25383814105392,47.9083281468944,46.9090909090909,49.2084690553746,1.21780736720886,-8.46621723466688,-13.3944666710414,0.747733723466241,47.4795458491518,47.962962962963,47.3838582677165,2.81295895433263,-6.57656371237184,-11.212171088496,5.71593259520391,49.1445889303487,49.6052631578947,48.6124567474048,0.935172738119435,-10.7481567288833,-15.2414385610867,1.08105968526607,5.65775844528199,1476,44,1,752,520,7,0.25974025974026,152,124.143233114213,1,1994,21.8744071333713,21,5.58141254726023,2.05301206217586,0.82628784577048,15.4989310040494,1
